education_id,education_level,field_of_study,university_ranking,region_of_study,gpa
8646,'Master''s',Engineering,Medium,Canada,3.59
8647,'Bachelor''s',Business,Low,EU,3.17
8648,'Master''s',Engineering,Low,EU,3.3
8649,'Bachelor''s',Business,Medium,UK,3.4
8650,'Bachelor''s',IT,Medium,Canada,3.43
8651,'Bachelor''s',Health,Low,EU,3.61
8652,'Master''s',Social Sciences,High,UK,3.82
8653,'Master''s',Engineering,Medium,UK,3.06
8654,PhD,Engineering,Medium,UK,3.55
8655,'Master''s',Social Sciences,Medium,EU,3.93
8656,PhD,Engineering,Medium,EU,3.35
8657,'Bachelor''s',Business,High,Canada,3.06
8658,Diploma,IT,Medium,Canada,3.29
8659,Diploma,IT,Medium,Canada,2.7
8660,'Master''s',Social Sciences,High,Australia,2.33
8661,'Bachelor''s',Social Sciences,Medium,Australia,3.57
8662,PhD,Engineering,High,Australia,3.12
8663,PhD,Social Sciences,Medium,EU,3.0
8664,PhD,Arts,Medium,UK,3.84
8665,'Bachelor''s',Health,High,EU,3.23
8666,'Master''s',IT,High,Canada,3.12
8667,'Bachelor''s',IT,Medium,Australia,2.8
8668,'Master''s',Health,Medium,Australia,2.63
8669,'Bachelor''s',Social Sciences,Medium,UK,2.32
8670,'Bachelor''s',Engineering,Medium,EU,3.78
8671,'Bachelor''s',Health,Low,EU,3.6
8672,PhD,Engineering,Low,Australia,3.76
8673,'Master''s',Engineering,High,EU,3.65
8674,'Bachelor''s',Social Sciences,Low,Australia,3.52
8675,'Master''s',Social Sciences,High,UK,3.77
8676,Diploma,Engineering,Medium,UK,3.5
8677,'Master''s',IT,High,Canada,3.35
8678,'Bachelor''s',IT,Medium,UK,2.64
8679,'Bachelor''s',Arts,Medium,Australia,2.48
8680,'Bachelor''s',Business,Low,Australia,3.16
8681,'Bachelor''s',Arts,High,EU,3.42
8682,'Bachelor''s',Arts,High,Australia,3.0
8683,'Bachelor''s',Social Sciences,Low,UK,3.42
8684,'Bachelor''s',IT,Low,EU,3.5
8685,Diploma,Engineering,High,Australia,2.91
8686,PhD,Social Sciences,Low,EU,3.24
8687,'Bachelor''s',Engineering,Medium,Canada,3.24
8688,'Bachelor''s',IT,Medium,EU,3.15
8689,'Bachelor''s',Social Sciences,Medium,EU,3.71
8690,'Master''s',Social Sciences,High,UK,3.19
8691,Diploma,Health,Low,UK,3.49
8692,'Bachelor''s',Social Sciences,Medium,EU,2.94
8693,'Bachelor''s',Health,Medium,EU,2.92
8694,PhD,Engineering,High,Australia,2.93
8695,'Master''s',IT,Medium,Canada,3.49
8696,'Bachelor''s',Business,High,EU,3.22
8697,'Bachelor''s',Arts,Medium,UK,3.24
8698,PhD,Health,Medium,Canada,3.42
8699,'Master''s',Engineering,Medium,EU,3.11
8700,'Master''s',Business,Low,Australia,3.64
8701,PhD,Arts,High,Canada,2.94
8702,'Master''s',Social Sciences,Medium,EU,3.31
8703,Diploma,Business,Low,Australia,2.87
8704,Diploma,Business,High,Australia,3.04
8705,'Bachelor''s',Social Sciences,Low,Australia,2.75
8706,PhD,Business,Medium,EU,3.56
8707,'Master''s',IT,Medium,Canada,3.32
8708,'Master''s',Health,High,Canada,3.91
8709,'Master''s',Engineering,Medium,Australia,2.87
8710,Diploma,Social Sciences,High,UK,2.91
8711,'Master''s',Business,Medium,UK,2.95
8712,PhD,Arts,Medium,Canada,2.89
8713,'Master''s',Social Sciences,Low,UK,3.73
8714,'Bachelor''s',IT,High,UK,3.71
8715,'Bachelor''s',IT,Medium,Canada,2.71
8716,'Bachelor''s',IT,Medium,UK,2.6
8717,'Bachelor''s',Engineering,High,UK,2.92
8718,PhD,Arts,Medium,EU,2.84
8719,'Master''s',Business,Medium,Australia,3.28
8720,'Master''s',Arts,Medium,UK,2.8
8721,Diploma,Health,High,EU,3.26
8722,'Master''s',Social Sciences,High,Canada,3.01
8723,'Master''s',Social Sciences,High,EU,3.61
8724,PhD,Arts,High,Canada,3.52
8725,PhD,Health,Low,Canada,3.53
8726,'Bachelor''s',Social Sciences,High,Canada,3.53
8727,'Bachelor''s',IT,Low,Australia,2.94
8728,PhD,Engineering,High,Canada,3.08
8729,PhD,Health,Medium,UK,3.22
8730,'Master''s',Social Sciences,High,EU,3.25
8731,PhD,Engineering,Medium,Canada,3.94
8732,'Bachelor''s',Business,Medium,Australia,3.44
8733,'Bachelor''s',Engineering,Low,EU,2.96
8734,'Master''s',IT,Medium,Australia,2.88
8735,PhD,Arts,Medium,Australia,3.48
8736,'Master''s',Health,Medium,EU,2.45
8737,'Bachelor''s',IT,High,Australia,3.18
8738,'Bachelor''s',IT,High,Canada,3.31
8739,'Master''s',Social Sciences,High,Canada,3.85
8740,PhD,IT,Medium,UK,2.86
8741,'Bachelor''s',Business,Medium,Australia,2.74
8742,'Bachelor''s',Social Sciences,High,UK,3.37
8743,'Bachelor''s',Business,Medium,EU,3.12
8744,Diploma,IT,Medium,UK,3.25
8745,'Master''s',Business,Medium,EU,2.95
8746,'Master''s',IT,High,Canada,2.87
8747,Diploma,Engineering,High,EU,2.92
8748,'Bachelor''s',Arts,High,EU,3.29
8749,'Master''s',Arts,Medium,UK,3.19
8750,'Master''s',Health,High,Australia,2.75
8751,'Master''s',Social Sciences,Medium,Australia,2.73
8752,'Master''s',IT,Medium,Australia,2.89
8753,'Master''s',Health,Low,UK,3.62
8754,Diploma,Social Sciences,Low,EU,3.33
8755,Diploma,Engineering,Medium,UK,3.78
8756,Diploma,Engineering,Medium,Canada,3.5
8757,PhD,Engineering,Medium,Australia,2.57
8758,Diploma,Social Sciences,Medium,UK,3.02
8759,Diploma,Arts,High,Australia,2.57
8760,'Master''s',Social Sciences,Medium,Canada,3.05
8761,'Master''s',IT,Medium,UK,3.12
8762,'Bachelor''s',Arts,Medium,Australia,3.45
8763,'Bachelor''s',Business,High,Canada,3.62
8764,'Master''s',Social Sciences,Medium,UK,2.87
8765,PhD,Health,Low,UK,3.43
8766,'Master''s',Health,High,EU,3.97
8767,'Bachelor''s',Engineering,Low,UK,3.54
8768,'Master''s',Business,High,UK,2.54
8769,Diploma,Business,High,UK,3.9
8770,'Bachelor''s',Engineering,Low,Australia,2.74
8771,PhD,Social Sciences,Low,UK,2.7
8772,PhD,Engineering,Medium,EU,2.15
8773,'Bachelor''s',Engineering,High,Australia,3.54
8774,'Bachelor''s',Engineering,Low,UK,3.15
8775,'Bachelor''s',Health,High,Canada,2.21
8776,'Master''s',IT,Medium,UK,2.76
8777,Diploma,Social Sciences,High,Australia,3.71
8778,'Master''s',Arts,High,UK,3.37
8779,'Master''s',Arts,Medium,UK,2.56
8780,'Bachelor''s',IT,High,UK,2.58
8781,PhD,Health,High,EU,3.38
8782,'Master''s',Engineering,Medium,EU,3.91
8783,PhD,Business,Medium,EU,3.09
8784,'Bachelor''s',Business,High,EU,2.5
8785,PhD,Business,High,EU,3.0
8786,'Bachelor''s',Social Sciences,High,Canada,2.98
8787,'Master''s',IT,High,EU,3.95
8788,'Master''s',Engineering,High,UK,3.72
8789,PhD,IT,High,Australia,3.11
8790,'Bachelor''s',Engineering,Medium,EU,3.83
8791,'Master''s',Social Sciences,High,EU,3.16
8792,'Master''s',Arts,High,UK,2.59
8793,PhD,Social Sciences,High,Canada,3.33
8794,Diploma,Arts,Medium,Australia,3.35
8795,'Master''s',Business,High,Canada,2.76
8796,'Bachelor''s',Business,Low,Canada,3.1
8797,'Bachelor''s',IT,Medium,Australia,2.51
8798,'Bachelor''s',Business,Low,EU,2.24
8799,'Bachelor''s',Social Sciences,Low,Australia,2.53
8800,Diploma,Arts,Low,Australia,2.89
8801,'Master''s',Business,Medium,UK,3.08
8802,'Bachelor''s',Health,Low,UK,2.93
8803,'Master''s',Health,Medium,Australia,3.42
8804,Diploma,Engineering,Medium,EU,3.07
8805,'Bachelor''s',IT,Low,EU,3.17
8806,'Bachelor''s',Social Sciences,Medium,EU,3.47
8807,'Master''s',Arts,High,UK,2.56
8808,PhD,Arts,High,Canada,3.95
8809,'Master''s',Arts,High,Canada,3.35
8810,Diploma,Social Sciences,High,Australia,3.84
8811,'Master''s',IT,High,EU,3.61
8812,'Bachelor''s',Health,Low,Australia,2.94
8813,'Bachelor''s',Health,Low,EU,3.62
8814,'Master''s',IT,Medium,Australia,3.15
8815,'Bachelor''s',Social Sciences,Medium,Canada,2.68
8816,'Master''s',Health,Medium,Australia,3.02
8817,'Bachelor''s',Engineering,Medium,EU,3.99
8818,PhD,Business,Medium,EU,2.72
8819,'Bachelor''s',Social Sciences,High,EU,3.84
8820,'Master''s',Social Sciences,Medium,Canada,3.23
8821,PhD,IT,Medium,Australia,2.5
8822,'Master''s',Business,Low,Australia,3.68
8823,'Master''s',Health,Low,Australia,2.6
8824,PhD,IT,Medium,Canada,3.28
8825,'Master''s',Health,Low,Australia,3.79
8826,'Bachelor''s',Health,Medium,Canada,2.81
8827,PhD,Arts,Medium,EU,2.57
8828,'Bachelor''s',Engineering,Medium,Australia,3.39
8829,'Bachelor''s',Arts,Low,EU,2.74
8830,Diploma,Engineering,High,UK,3.49
8831,'Bachelor''s',Social Sciences,Medium,UK,3.03
8832,'Master''s',Arts,Medium,EU,3.34
8833,PhD,Health,High,EU,2.96
8834,'Master''s',Business,Medium,Canada,3.28
8835,'Master''s',Arts,High,Australia,2.93
8836,'Master''s',Arts,Medium,EU,3.49
8837,'Bachelor''s',Engineering,Medium,EU,2.8
8838,Diploma,Health,High,Australia,2.94
8839,'Bachelor''s',Engineering,Medium,Australia,3.25
8840,'Bachelor''s',Health,Medium,Canada,3.35
8841,PhD,Engineering,High,Canada,3.69
8842,'Master''s',Engineering,Low,UK,3.49
8843,PhD,Arts,Medium,Canada,2.98
8844,'Bachelor''s',Health,Medium,Canada,3.02
8845,'Master''s',IT,Medium,UK,3.81
8846,Diploma,Social Sciences,Medium,EU,3.03
8847,'Bachelor''s',Business,Medium,Canada,3.13
8848,'Master''s',Business,Medium,Australia,2.35
8849,PhD,Business,Medium,UK,3.15
8850,'Bachelor''s',Arts,Low,Australia,3.13
8851,'Master''s',Arts,High,UK,2.71
8852,PhD,Arts,High,Canada,3.18
8853,'Master''s',IT,Medium,UK,3.52
8854,'Master''s',IT,High,Canada,3.29
8855,'Bachelor''s',Social Sciences,High,UK,3.56
8856,PhD,Business,High,EU,3.21
8857,PhD,Health,Medium,Canada,2.72
8858,'Bachelor''s',Engineering,Medium,Australia,2.59
8859,'Master''s',Social Sciences,High,UK,3.15
8860,'Master''s',Arts,Medium,UK,3.33
8861,'Bachelor''s',Engineering,Medium,UK,2.53
8862,'Master''s',Engineering,Medium,UK,3.21
8863,'Master''s',Arts,High,EU,3.03
8864,'Bachelor''s',IT,Medium,Canada,3.36
8865,'Master''s',Arts,High,Canada,2.77
8866,PhD,Social Sciences,High,Australia,2.51
8867,Diploma,IT,Medium,UK,3.21
8868,'Master''s',Social Sciences,High,UK,2.12
8869,PhD,Engineering,Medium,Australia,3.26
8870,'Master''s',Health,Medium,UK,2.84
8871,'Master''s',Business,Medium,Australia,2.93
8872,'Master''s',Arts,Medium,Canada,2.71
8873,'Master''s',Arts,Low,Australia,3.24
8874,'Bachelor''s',Business,Medium,UK,3.21
8875,PhD,Engineering,Low,Canada,2.66
8876,'Master''s',Health,Medium,Canada,3.21
8877,'Bachelor''s',IT,High,Canada,2.87
8878,'Master''s',IT,Low,Canada,3.39
8879,'Bachelor''s',Arts,Low,Australia,3.67
8880,'Master''s',Health,High,Australia,2.84
8881,'Master''s',IT,High,UK,3.83
8882,'Bachelor''s',Social Sciences,Medium,Canada,3.78
8883,'Bachelor''s',Engineering,Medium,EU,3.19
8884,'Master''s',Business,Medium,Canada,2.78
8885,'Bachelor''s',Engineering,Medium,UK,3.31
8886,Diploma,Engineering,Medium,Canada,3.13
8887,PhD,Engineering,Low,Australia,3.59
8888,Diploma,Social Sciences,Medium,Canada,3.59
8889,'Bachelor''s',Engineering,Medium,EU,3.02
8890,'Bachelor''s',Business,Medium,Canada,3.83
8891,Diploma,Social Sciences,Medium,UK,3.5
8892,'Master''s',Health,Medium,Australia,3.29
8893,Diploma,Business,High,UK,3.43
8894,Diploma,Business,High,Canada,3.4
8895,PhD,Arts,High,EU,3.83
8896,PhD,Health,Medium,Australia,2.96
8897,Diploma,Health,Medium,EU,2.97
8898,Diploma,IT,Low,EU,3.79
8899,'Master''s',Health,Medium,Canada,3.91
8900,'Bachelor''s',IT,High,UK,3.74
8901,'Bachelor''s',Health,Low,EU,3.97
8902,'Master''s',IT,Low,UK,3.21
8903,Diploma,Business,Medium,UK,3.12
8904,'Master''s',Health,Medium,UK,3.93
8905,'Master''s',Engineering,High,Australia,2.71
8906,'Master''s',Social Sciences,Medium,EU,2.45
8907,'Bachelor''s',Social Sciences,High,UK,3.51
8908,'Master''s',Health,Medium,UK,3.71
8909,'Bachelor''s',Business,Low,Australia,2.7
8910,'Master''s',Engineering,Low,UK,2.95
8911,'Bachelor''s',Arts,Medium,UK,3.08
8912,'Master''s',Arts,Low,EU,3.13
8913,'Master''s',Health,Medium,Australia,2.72
8914,'Bachelor''s',Arts,Medium,Australia,2.79
8915,'Master''s',IT,Low,EU,2.95
8916,'Bachelor''s',Health,Low,Australia,2.81
8917,'Bachelor''s',Social Sciences,Medium,Canada,3.52
8918,'Master''s',IT,Low,UK,3.23
8919,'Master''s',Health,Medium,UK,2.3
8920,'Bachelor''s',Engineering,High,Canada,2.67
8921,PhD,Business,Medium,UK,3.43
8922,'Master''s',Social Sciences,High,Australia,3.92
8923,'Master''s',Health,Medium,EU,3.55
8924,PhD,Engineering,Low,UK,2.87
8925,'Master''s',Health,High,EU,2.99
8926,'Bachelor''s',Business,Low,Canada,2.8
8927,'Master''s',Arts,Medium,EU,2.97
8928,'Bachelor''s',Health,Low,Australia,3.11
8929,PhD,Social Sciences,Low,Canada,3.28
8930,'Bachelor''s',Social Sciences,High,Australia,2.62
8931,'Master''s',Engineering,High,Australia,3.82
8932,'Master''s',Social Sciences,Low,UK,2.8
8933,'Bachelor''s',Health,High,EU,3.63
8934,'Master''s',Health,Low,EU,3.28
8935,Diploma,Business,Medium,EU,2.77
8936,'Bachelor''s',Social Sciences,Medium,Canada,3.12
8937,PhD,Arts,Medium,Canada,3.77
8938,PhD,Arts,Low,Canada,3.79
8939,PhD,Engineering,Medium,EU,3.19
8940,'Master''s',Social Sciences,Medium,Australia,3.9
8941,'Bachelor''s',Engineering,High,Australia,3.84
8942,'Master''s',Arts,High,UK,3.48
8943,'Bachelor''s',Engineering,Medium,Australia,2.79
8944,'Master''s',Health,Medium,Canada,2.44
8945,'Bachelor''s',IT,Low,EU,3.51
8946,'Bachelor''s',Engineering,High,UK,3.52
8947,PhD,Business,Medium,EU,3.46
8948,'Bachelor''s',Business,Medium,Canada,3.48
8949,'Master''s',Business,Low,EU,3.21
8950,'Bachelor''s',Arts,High,Australia,2.54
8951,'Bachelor''s',Social Sciences,Medium,UK,2.87
8952,'Master''s',Social Sciences,Medium,UK,3.4
8953,'Bachelor''s',Health,Medium,Australia,2.94
8954,Diploma,IT,Low,Australia,2.74
8955,'Bachelor''s',Social Sciences,Medium,Australia,2.67
8956,'Master''s',Arts,Low,Canada,3.51
8957,'Bachelor''s',Social Sciences,Medium,Australia,3.17
8958,'Master''s',Social Sciences,Low,EU,3.1
8959,'Bachelor''s',Engineering,High,EU,2.97
8960,PhD,Social Sciences,Medium,Canada,3.31
8961,'Master''s',Business,High,Australia,3.12
8962,'Master''s',Business,High,Canada,3.38
8963,'Bachelor''s',Engineering,High,UK,3.76
8964,'Bachelor''s',Health,Low,EU,3.08
8965,'Bachelor''s',Engineering,Low,Australia,3.12
8966,'Bachelor''s',Health,High,Canada,2.34
8967,'Bachelor''s',Social Sciences,Medium,Australia,3.62
8968,'Bachelor''s',IT,Low,Australia,3.26
8969,'Bachelor''s',Social Sciences,Low,UK,3.14
8970,'Master''s',Engineering,Medium,EU,3.26
8971,'Bachelor''s',Engineering,High,Australia,3.28
8972,'Master''s',Health,Low,Australia,3.52
8973,Diploma,Health,Medium,Australia,2.73
8974,Diploma,Engineering,Low,UK,3.43
8975,'Bachelor''s',Social Sciences,Low,Canada,2.94
8976,'Bachelor''s',Health,Low,UK,2.21
8977,'Bachelor''s',IT,Low,Australia,3.41
8978,'Bachelor''s',IT,Low,Australia,3.16
8979,'Master''s',Business,Low,UK,2.63
8980,Diploma,Social Sciences,High,UK,2.92
8981,'Master''s',Arts,High,Canada,3.3
8982,'Bachelor''s',IT,Medium,UK,2.92
8983,'Master''s',IT,High,Australia,3.64
8984,Diploma,Health,High,Canada,3.1
8985,'Master''s',Business,Medium,EU,3.08
8986,'Bachelor''s',Health,Low,Australia,3.3
8987,'Bachelor''s',Business,Medium,Australia,3.36
8988,'Master''s',Arts,Low,Australia,3.79
8989,PhD,Social Sciences,Medium,Australia,3.68
8990,Diploma,Health,Low,EU,2.36
8991,'Bachelor''s',Engineering,High,EU,3.04
8992,'Bachelor''s',Social Sciences,Medium,Australia,3.97
8993,'Bachelor''s',Arts,Medium,Australia,3.18
8994,'Bachelor''s',Engineering,Medium,EU,3.0
8995,PhD,IT,High,Australia,2.41
8996,'Bachelor''s',Business,High,EU,2.94
8997,'Bachelor''s',Social Sciences,High,Canada,3.24
8998,'Master''s',Business,High,Australia,3.48
8999,'Bachelor''s',Health,Medium,UK,3.2
9000,'Master''s',Business,Low,Australia,3.89
9001,'Bachelor''s',Health,Medium,Canada,3.32
9002,Diploma,Social Sciences,Medium,Australia,2.9
9003,'Bachelor''s',Business,Low,Canada,3.55
9004,'Bachelor''s',IT,Medium,EU,3.21
9005,'Bachelor''s',IT,High,UK,2.52
9006,'Bachelor''s',IT,Low,Canada,2.99
9007,'Bachelor''s',Business,High,EU,3.25
9008,PhD,Health,Low,Canada,3.84
9009,'Master''s',Arts,High,Australia,3.54
9010,'Bachelor''s',Business,High,Australia,2.6
9011,'Bachelor''s',IT,Medium,UK,2.41
9012,'Master''s',IT,High,UK,3.23
9013,'Master''s',Social Sciences,High,Canada,2.67
9014,Diploma,Arts,High,Australia,2.82
9015,'Bachelor''s',Health,High,Canada,2.98
9016,Diploma,IT,Medium,EU,2.76
9017,'Bachelor''s',Social Sciences,Low,EU,3.28
9018,'Master''s',Business,Low,Canada,3.82
9019,'Master''s',IT,Low,Australia,2.71
9020,'Master''s',Business,High,Australia,3.09
9021,PhD,Business,Low,Australia,2.95
9022,'Bachelor''s',Business,Medium,UK,3.43
9023,PhD,Business,High,Australia,2.89
9024,PhD,Social Sciences,Low,UK,2.93
9025,'Bachelor''s',Health,Medium,Canada,3.84
9026,'Master''s',Social Sciences,Medium,Australia,3.23
9027,'Master''s',Engineering,Low,Australia,3.16
9028,PhD,Social Sciences,Medium,UK,3.3
9029,PhD,Health,Medium,EU,3.15
9030,PhD,Health,Medium,UK,2.65
9031,'Master''s',IT,High,Australia,3.04
9032,'Bachelor''s',Arts,Medium,UK,2.46
9033,'Bachelor''s',Engineering,Medium,EU,3.35
9034,Diploma,Business,Low,Australia,3.75
9035,'Master''s',Engineering,Low,Canada,3.3
9036,PhD,Social Sciences,Low,Canada,3.95
9037,'Master''s',IT,Medium,EU,2.62
9038,'Bachelor''s',Business,Medium,UK,2.88
9039,PhD,Health,Medium,UK,3.38
9040,PhD,Social Sciences,Medium,Australia,3.03
9041,Diploma,Health,Medium,EU,2.7
9042,'Master''s',IT,Low,Canada,3.33
9043,'Master''s',IT,Medium,Australia,2.95
9044,'Master''s',Health,Medium,Australia,3.69
9045,'Master''s',Engineering,Medium,EU,2.73
9046,'Master''s',IT,High,Canada,3.79
9047,'Master''s',Arts,High,Australia,2.92
9048,Diploma,IT,High,EU,2.58
9049,'Bachelor''s',IT,Medium,EU,2.5
9050,PhD,Engineering,Medium,Canada,2.86
9051,'Bachelor''s',IT,Low,Canada,3.39
9052,Diploma,Social Sciences,High,Australia,3.28
9053,'Bachelor''s',Arts,Low,Canada,3.0
9054,'Master''s',Engineering,Low,Australia,3.23
9055,'Bachelor''s',Social Sciences,High,UK,3.55
9056,'Master''s',Engineering,High,Australia,2.55
9057,'Bachelor''s',Engineering,High,Canada,3.52
9058,'Bachelor''s',Business,Medium,UK,2.7
9059,'Bachelor''s',Business,Medium,EU,3.85
9060,Diploma,Engineering,Medium,Australia,3.84
9061,'Bachelor''s',IT,Medium,Australia,3.54
9062,'Bachelor''s',Social Sciences,Medium,Canada,2.21
9063,PhD,Arts,High,EU,3.02
9064,'Master''s',IT,High,Canada,2.71
9065,'Master''s',Engineering,Medium,Canada,3.67
9066,'Bachelor''s',Engineering,Medium,UK,3.19
9067,'Master''s',Arts,High,Canada,3.41
9068,'Master''s',Health,Medium,EU,2.85
9069,'Bachelor''s',Engineering,High,UK,3.57
9070,Diploma,Engineering,Low,Canada,3.56
9071,PhD,IT,Medium,EU,2.92
9072,'Master''s',Business,High,EU,2.19
9073,'Bachelor''s',Business,Low,UK,3.63
9074,PhD,Business,High,UK,2.56
9075,'Master''s',Engineering,High,Canada,3.28
9076,'Bachelor''s',Social Sciences,Medium,UK,3.77
9077,'Master''s',Business,High,EU,3.67
9078,'Master''s',Arts,Medium,Canada,3.17
9079,'Master''s',Engineering,Medium,UK,3.4
9080,'Master''s',IT,Medium,Canada,3.36
9081,'Master''s',Health,High,EU,2.56
9082,'Master''s',Arts,Medium,EU,3.54
9083,'Master''s',IT,Medium,Canada,3.52
9084,PhD,Engineering,Low,Australia,3.1
9085,'Bachelor''s',IT,Medium,Australia,3.43
9086,'Bachelor''s',Arts,Low,Canada,3.02
9087,'Bachelor''s',IT,High,Canada,3.35
9088,'Master''s',Social Sciences,Low,EU,3.18
9089,PhD,Engineering,Low,Australia,3.05
9090,'Master''s',Arts,Medium,EU,3.63
9091,PhD,Social Sciences,Medium,UK,2.82
9092,'Master''s',IT,Low,Canada,3.37
9093,'Master''s',Health,High,Canada,3.62
9094,'Master''s',Arts,Medium,Australia,3.15
9095,'Master''s',IT,Medium,Australia,2.8
9096,PhD,Arts,High,EU,2.78
9097,'Master''s',Social Sciences,High,Australia,2.72
9098,'Master''s',Business,Medium,Australia,3.04
9099,'Bachelor''s',Business,Medium,EU,3.58
9100,'Bachelor''s',Arts,Medium,EU,3.3
9101,'Bachelor''s',Engineering,Medium,EU,2.74
9102,'Master''s',Health,Low,Canada,3.29
9103,'Master''s',Engineering,Low,EU,3.46
9104,'Master''s',Business,Low,EU,3.66
9105,Diploma,IT,Low,UK,2.97
9106,PhD,Health,High,Australia,3.29
9107,PhD,Social Sciences,High,Australia,3.27
9108,'Bachelor''s',IT,Medium,Canada,3.23
9109,'Bachelor''s',Engineering,Low,EU,3.3
9110,'Bachelor''s',Engineering,Low,Australia,3.15
9111,'Bachelor''s',Engineering,High,Australia,2.96
9112,Diploma,Engineering,Low,UK,2.73
9113,'Master''s',Social Sciences,Medium,Australia,3.03
9114,'Bachelor''s',Health,Low,UK,3.79
9115,'Master''s',Engineering,High,UK,3.95
9116,'Master''s',Health,Medium,UK,3.12
9117,PhD,Arts,Low,UK,3.37
9118,'Master''s',Health,Medium,EU,3.29
9119,PhD,IT,Medium,Canada,3.63
9120,'Bachelor''s',Social Sciences,High,Australia,3.4
9121,'Master''s',Arts,Medium,Australia,2.53
9122,PhD,Arts,High,EU,2.7
9123,'Master''s',Health,High,EU,2.69
9124,'Bachelor''s',Business,Low,Australia,2.94
9125,Diploma,Business,High,UK,2.99
9126,'Bachelor''s',Health,High,Canada,3.57
9127,'Master''s',Social Sciences,High,UK,2.46
9128,Diploma,IT,High,Australia,3.58
9129,Diploma,Arts,Low,Australia,3.36
9130,'Bachelor''s',Engineering,Medium,UK,3.68
9131,'Master''s',Health,Medium,Australia,3.56
9132,'Master''s',Engineering,High,EU,3.35
9133,'Master''s',Arts,Low,UK,2.53
9134,Diploma,Engineering,Medium,Canada,3.44
9135,'Master''s',Social Sciences,Low,EU,3.48
9136,PhD,Social Sciences,Medium,EU,3.27
9137,'Bachelor''s',Business,Medium,UK,2.92
9138,'Bachelor''s',Social Sciences,Medium,UK,3.6
9139,'Master''s',Engineering,Medium,UK,3.69
9140,'Master''s',IT,High,Canada,3.14
9141,PhD,Business,Medium,Australia,3.44
9142,PhD,Arts,High,Australia,3.33
9143,Diploma,Engineering,High,EU,3.56
9144,'Bachelor''s',Arts,Medium,Australia,3.28
9145,'Bachelor''s',Social Sciences,Medium,UK,3.9
9146,'Master''s',Arts,High,Australia,2.3
9147,'Bachelor''s',Business,Medium,UK,2.76
